User_ID,User_Country,User_Age_Group,Gender,Travel_Companion,Location_Type,Preferred_Activities
User 9699,United Kingdom,51+,Male,Family,"['Museums', 'Religious Sites']","['Meditation', 'Historical Exploration', 'Walking Trails']"
User 9700,United Kingdom,26-35,Female,Family,"['Nature & Wildlife Areas', 'Religious Sites', 'Bodies of Water']","['Factory Tours', 'Meditation', 'Wildlife Spotting']"
User 9701,Netherlands,51+,Male,Friends,"['Nature & Wildlife Areas', 'Religious Sites', 'Bodies of Water']","['Wildlife Safaris', 'Nature Walks', 'Worship', 'Cultural Exploration']"
User 9702,United Kingdom,51+,Female,Family,"['Religious Sites', 'Zoological Gardens']","['Relaxation', 'Bird Watching', 'Meditation', 'Worship']"
User 9703,United Kingdom,51+,Male,Friends,"['National Parks', 'Religious Sites']","['Nature Walks', 'Wildlife Safaris', 'Worship']"
User 9704,Australia,36-50,Male,Friends,"['Museums', 'Farms', 'Religious Sites']","['Boating', 'Bird Watching', 'Walking Trails', 'Historical Exploration']"
User 9705,Singapore,26-35,Male,Couple,"['Religious Sites', 'Gardens']","['Beach Hopping', 'Sightseeing', 'Cultural Tours', 'Boat Tours']"
User 9706,Canada,26-35,Male,Solo,"['National Parks', 'Religious Sites', 'Beaches']","['Photography', 'Cultural Tours', 'Sightseeing', 'Cultural Exploration']"
User 9707,Switzerland,36-50,Female,Friends,"['Farms', 'Religious Sites', 'Beaches']","['Walking Trails', 'Tea Plucking', 'Cultural Tours']"
User 9708,India,18-25,Male,Friends,"['Nature & Wildlife Areas', 'Gardens', 'Religious Sites']","['Rafting', 'Surfing', 'Hiking', 'Jet Skiing']"
User 9709,United Kingdom,36-50,Female,Couple,"['Waterfalls', 'Religious Sites', 'Beaches']","['Nature Walks', 'Cultural Tours', 'Wildlife Spotting', 'Tea Plucking']"
User 9710,United States,51+,Female,Friends,"['Museums', 'Gardens', 'Religious Sites']","['Cultural Exploration', 'Meditation', 'Bird Watching', 'Relaxation']"
User 9711,South Africa,36-50,Male,Family,"['Nature & Wildlife Areas', 'Religious Sites', 'Bodies of Water']","['Agricultural Workshops', 'Factory Tours', 'Wildlife Safaris']"
User 9712,United Kingdom,18-25,Female,Solo,"['Zoological Gardens', 'Religious Sites', 'Beaches']","['Nature Walks', 'Beach Hopping', 'Hiking']"
User 9713,Australia,51+,Female,Family,"['National Parks', 'Gardens', 'Religious Sites']","['Relaxation', 'Walking Trails', 'Worship', 'Historical Exploration']"
User 9714,United Arab Emirates,18-25,Female,Family,"['Beaches', 'Religious Sites', 'Zoological Gardens']","['Photography', 'Snorkeling', 'Wildlife Spotting', 'Yoga']"
User 9715,United Kingdom,51+,Female,Couple,"['Gardens', 'Religious Sites']","['Meditation', 'Wildlife Spotting', 'Worship']"
User 9716,"Taiwan, Province of China",51+,Female,Couple,"['Museums', 'Religious Sites', 'Bodies of Water']","['Worship', 'Cultural Activities', 'Wildlife Spotting', 'Relaxation']"
User 9717,United Kingdom,36-50,Male,Friends,"['Nature & Wildlife Areas', 'Religious Sites']","['Walking Trails', 'Bird Watching', 'Fishing']"
User 9718,Netherlands,18-25,Female,Family,"['Religious Sites', 'Bodies of Water']","['Sightseeing', 'Photography', 'Nature Walks']"
User 9719,Switzerland,51+,Female,Friends,"['Religious Sites', 'National Parks', 'Zoological Gardens']","['Meditation', 'Bird Watching', 'Gardens']"
User 9720,Belgium,51+,Female,Family,"['Gardens', 'Religious Sites', 'Zoological Gardens']","['Historical Exploration', 'Worship', 'Bird Watching', 'Meditation']"
User 9721,Norway,18-25,Male,Family,"['Religious Sites', 'Gardens']","['Jet Skiing', 'Boat Tours', 'Wildlife Spotting', 'Hiking']"
User 9722,United Kingdom,36-50,Male,Couple,"['Nature & Wildlife Areas', 'Religious Sites']","['Historical Exploration', 'Fishing', 'Hiking']"
User 9723,Belgium,51+,Female,Solo,"['Museums', 'Religious Sites']","['Worship', 'Photography', 'Sightseeing']"
User 9724,Afghanistan,26-35,Female,Family,"['Beaches', 'Religious Sites', 'Bodies of Water']","['Sightseeing', 'Nature Walks', 'Photography', 'Wildlife Spotting']"
User 9725,Austria,51+,Female,Solo,"['Religious Sites', 'Zoological Gardens']","['Bird Watching', 'Sightseeing', 'Meditation']"
User 9726,India,18-25,Male,Couple,"['Religious Sites', 'Beaches']","['Surfing', 'Jet Skiing', 'Sunbathing', 'Hiking']"
User 9727,Australia,51+,Male,Family,"['Waterfalls', 'Religious Sites']","['Historical Exploration', 'Walking Trails', 'Wildlife Safaris', 'Worship']"
User 1644,United Kingdom,51+,Female,Couple,"['Farms', 'Religious Sites', 'Beaches']","['Meditation', 'Bird Watching', 'Cultural Activities']"
User 9728,Australia,51+,Male,Solo,"['Religious Sites', 'Waterfalls', 'Farms']","['Gardens', 'Wildlife Safaris', 'Photography']"
User 9729,Netherlands,51+,Female,Friends,"['Museums', 'Gardens', 'Religious Sites']","['Relaxation', 'Worship', 'Gardens']"
User 9730,United Kingdom,18-25,Female,Family,"['Religious Sites', 'Zoological Gardens']","['Photography', 'Snorkeling', 'Sightseeing', 'Beach Hopping']"
User 9731,Australia,51+,Male,Solo,"['Waterfalls', 'Gardens', 'Religious Sites']","['Sightseeing', 'Worship', 'Educational Tours', 'Gardens']"
User 9732,Netherlands,51+,Female,Solo,"['National Parks', 'Religious Sites']","['Worship', 'Educational Tours', 'Photography', 'Bird Watching']"
User 9733,Australia,26-35,Male,Solo,"['Religious Sites', 'Beaches']","['Boat Tours', 'Cultural Exploration', 'Cultural Tours']"
User 9734,United Kingdom,36-50,Female,Friends,"['Museums', 'Religious Sites']","['Bird Watching', 'Walking Trails', 'Tea Plucking', 'Farm Tours']"
User 9735,Singapore,26-35,Male,Couple,"['Religious Sites', 'Waterfalls', 'Bodies of Water']","['Hiking', 'Boat Tours', 'Sightseeing', 'Sunbathing']"
User 9736,Australia,36-50,Female,Solo,"['Waterfalls', 'Religious Sites', 'Beaches']","['Farm Tours', 'Tea Plucking', 'Photography']"
User 9737,Singapore,26-35,Male,Solo,"['Museums', 'Religious Sites']","['Hiking', 'Photography', 'Guided Tours', 'Sightseeing']"
User 9738,United Kingdom,36-50,Female,Friends,"['Museums', 'Religious Sites']","['Boating', 'Cultural Tours', 'Bird Watching', 'Farm Tours']"
User 9739,United Kingdom,18-25,Female,Couple,"['Waterfalls', 'Museums', 'Religious Sites']","['Beach Hopping', 'Relaxation', 'Yoga', 'Photography']"
User 9740,United Kingdom,18-25,Female,Family,"['Nature & Wildlife Areas', 'Farms', 'Religious Sites']","['Snorkeling', 'Beach Hopping', 'Nature Walks']"
User 9741,Singapore,26-35,Female,Solo,"['Religious Sites', 'Zoological Gardens']","['Cultural Exploration', 'Meditation', 'Yoga', 'Nature Walks']"
User 9742,Australia,26-35,Male,Solo,"['Historic Sites', 'Religious Sites', 'Zoological Gardens']","['Boat Tours', 'Photography', 'Hiking']"
User 9743,United States,18-25,Female,Solo,"['Farms', 'Religious Sites']","['Beach Hopping', 'Nature Walks', 'Hiking']"
User 9744,Thailand,51+,Male,Friends,"['Religious Sites', 'Beaches']","['Cultural Exploration', 'Worship', 'Meditation', 'Wildlife Safaris']"
User 9745,United Kingdom,18-25,Female,Friends,"['Historic Sites', 'Religious Sites']","['Surfing', 'Rafting', 'Yoga']"
User 9746,Sweden,26-35,Male,Friends,"['Historic Sites', 'Religious Sites', 'Beaches']","['Boat Tours', 'Hiking', 'Sightseeing']"
User 9747,Australia,51+,Female,Couple,"['Religious Sites', 'Beaches']","['Bird Watching', 'Meditation', 'Worship']"
User 9748,Singapore,51+,Female,Family,"['Historic Sites', 'Religious Sites']","['Historical Exploration', 'Meditation', 'Walking Trails']"
User 9749,India,36-50,Male,Couple,"['Waterfalls', 'National Parks', 'Religious Sites']","['Wildlife Spotting', 'Historical Exploration', 'Hiking', 'Fishing']"
User 9750,Netherlands,26-35,Male,Friends,"['Farms', 'Gardens', 'Religious Sites']","['Snorkeling', 'Hiking', 'Cultural Tours']"
User 9751,China,51+,Female,Family,"['Farms', 'Religious Sites']","['Bird Watching', 'Historical Exploration', 'Meditation']"
User 9752,Netherlands,36-50,Female,Friends,"['Nature & Wildlife Areas', 'Religious Sites', 'Beaches']","['Bird Watching', 'Farm Tours', 'Boating']"
User 9753,Türkiye,51+,Male,Friends,"['Religious Sites', 'Zoological Gardens']","['Nature Walks', 'Worship', 'Cultural Exploration', 'Gardens']"
User 9754,United Kingdom,26-35,Male,Friends,"['Museums', 'Religious Sites', 'Beaches']","['Snorkeling', 'Cultural Tours', 'Boat Tours']"
User 9755,United Kingdom,36-50,Male,Couple,"['Religious Sites', 'Bodies of Water']","['Wildlife Safaris', 'Wildlife Spotting', 'Nature Walks']"
User 9756,Malaysia,36-50,Male,Friends,"['Religious Sites', 'Bodies of Water']","['Historical Exploration', 'Walking Trails', 'Bird Watching', 'Wildlife Safaris']"
User 9757,Australia,36-50,Male,Family,"['Religious Sites', 'Beaches']","['Wildlife Safaris', 'Agricultural Workshops', 'Fishing', 'Factory Tours']"
User 9758,United States,36-50,Female,Couple,"['Farms', 'Religious Sites']","['Farm Tours', 'Nature Walks', 'Cultural Tours']"
User 9759,Australia,26-35,Male,Family,"['Nature & Wildlife Areas', 'Religious Sites']","['Factory Tours', 'Sightseeing', 'Hiking', 'Boat Tours']"
User 9760,Denmark,51+,Male,Couple,"['Museums', 'Religious Sites', 'Beaches']","['Wildlife Spotting', 'Wildlife Safaris', 'Cultural Activities', 'Meditation']"
User 9761,Singapore,36-50,Male,Family,"['Religious Sites', 'Beaches']","['Factory Tours', 'Wildlife Safaris', 'Fishing', 'Hiking']"
User 9762,Netherlands,51+,Female,Family,"['Waterfalls', 'Religious Sites', 'Zoological Gardens']","['Meditation', 'Walking Trails', 'Worship', 'Historical Exploration']"
User 9763,United States,26-35,Female,Solo,"['National Parks', 'Religious Sites']","['Photography', 'Nature Walks', 'Cultural Exploration']"
User 9764,United Kingdom,18-25,Male,Solo,"['Farms', 'Religious Sites']","['Hiking', 'Jet Skiing', 'Rafting', 'Photography']"
User 9765,Canada,51+,Male,Couple,"['Nature & Wildlife Areas', 'Religious Sites']","['Wildlife Safaris', 'Cultural Activities', 'Gardens']"
User 9766,Netherlands,26-35,Male,Friends,"['Waterfalls', 'Religious Sites']","['Boat Tours', 'Sightseeing', 'Snorkeling']"
User 9767,India,51+,Female,Couple,"['Historic Sites', 'Religious Sites', 'Zoological Gardens']","['Cultural Activities', 'Relaxation', 'Wildlife Spotting', 'Meditation']"
User 9768,New Zealand,36-50,Female,Solo,"['Religious Sites', 'Beaches']","['Farm Tours', 'Worship', 'Tea Plucking']"
User 9769,Brazil,18-25,Female,Solo,"['Waterfalls', 'Religious Sites']","['Beach Hopping', 'Hiking', 'Photography']"
User 9770,Australia,26-35,Male,Couple,"['Waterfalls', 'National Parks', 'Religious Sites']","['Beach Hopping', 'Hiking', 'Sunbathing']"
User 9771,Netherlands,18-25,Female,Solo,"['Historic Sites', 'Religious Sites', 'Bodies of Water']","['Hiking', 'Snorkeling', 'Nature Walks']"
User 9772,Czechia,26-35,Male,Solo,"['Religious Sites', 'Bodies of Water']","['Photography', 'Cultural Exploration', 'Boat Tours']"
User 9773,Ireland,26-35,Female,Couple,"['Religious Sites', 'National Parks', 'Museums']","['Yoga', 'Beach Hopping', 'Meditation', 'Nature Walks']"
User 9774,Thailand,26-35,Female,Couple,"['Nature & Wildlife Areas', 'Religious Sites']","['Beach Hopping', 'Meditation', 'Relaxation']"
User 9775,Switzerland,18-25,Male,Friends,"['Museums', 'Religious Sites']","['Jet Skiing', 'Surfing', 'Snorkeling']"
User 9776,Sweden,36-50,Female,Couple,"['Religious Sites', 'Zoological Gardens', 'Museums']","['Nature Walks', 'Cultural Tours', 'Farm Tours', 'Wildlife Spotting']"
User 9777,Italy,51+,Male,Family,"['Religious Sites', 'Beaches']","['Worship', 'Wildlife Safaris', 'Meditation']"
User 920,United Kingdom,26-35,Male,Friends,"['Religious Sites', 'Historic Sites', 'Beaches']","['Hiking', 'Sightseeing', 'Cultural Tours']"
User 9778,Kenya,26-35,Male,Family,"['Historic Sites', 'Religious Sites', 'Zoological Gardens']","['Cultural Tours', 'Wildlife Spotting', 'Factory Tours']"
User 9779,Australia,51+,Female,Friends,"['National Parks', 'Religious Sites']","['Relaxation', 'Meditation', 'Worship', 'Gardens']"
User 9780,United States,36-50,Female,Family,"['Waterfalls', 'Religious Sites']","['Factory Tours', 'Cultural Tours', 'Historical Exploration']"
User 9781,Germany,18-25,Female,Family,"['Gardens', 'Religious Sites']","['Sightseeing', 'Beach Hopping', 'Yoga', 'Photography']"
User 9782,Australia,51+,Female,Couple,"['Farms', 'Religious Sites', 'Museums']","['Bird Watching', 'Cultural Activities', 'Relaxation', 'Worship']"
User 8672,France,36-50,Female,Friends,"['Nature & Wildlife Areas', 'Religious Sites']","['Bird Watching', 'Boating', 'Farm Tours']"
User 9783,Indonesia,18-25,Male,Friends,"['Religious Sites', 'Beaches']","['Jet Skiing', 'Surfing', 'Boat Tours', 'Snorkeling']"
User 9784,Italy,18-25,Male,Couple,"['Waterfalls', 'Religious Sites', 'Beaches']","['Rafting', 'Relaxation', 'Yoga']"
User 9785,India,26-35,Female,Couple,"['Nature & Wildlife Areas', 'Gardens', 'Religious Sites']","['Sunbathing', 'Photography', 'Yoga', 'Beach Hopping']"
User 9786,Australia,51+,Male,Family,"['Zoological Gardens', 'Religious Sites', 'Beaches']","['Historical Exploration', 'Wildlife Safaris', 'Gardens', 'Worship']"
User 9787,United Arab Emirates,36-50,Female,Friends,"['Museums', 'Religious Sites']","['Bird Watching', 'Tea Plucking', 'Farm Tours', 'Boating']"
User 9788,Thailand,18-25,Female,Couple,"['Nature & Wildlife Areas', 'Religious Sites', 'Museums']","['Nature Walks', 'Sunbathing', 'Photography', 'Yoga']"
User 9789,India,18-25,Female,Couple,"['Historic Sites', 'Religious Sites', 'Bodies of Water']","['Photography', 'Relaxation', 'Sunbathing', 'Nature Walks']"
User 9790,Singapore,51+,Male,Couple,"['Nature & Wildlife Areas', 'Religious Sites', 'Bodies of Water']","['Wildlife Safaris', 'Cultural Activities', 'Meditation']"
User 9791,Australia,51+,Male,Couple,"['Waterfalls', 'Religious Sites', 'Zoological Gardens']","['Gardens', 'Cultural Activities', 'Worship', 'Wildlife Spotting']"
User 9792,United Kingdom,51+,Female,Friends,"['Historic Sites', 'Gardens', 'Religious Sites']","['Bird Watching', 'Meditation', 'Relaxation', 'Nature Walks']"
User 9793,Thailand,36-50,Female,Solo,"['Historic Sites', 'Religious Sites']","['Worship', 'Educational Tours', 'Photography']"
User 9794,New Zealand,18-25,Male,Couple,"['Waterfalls', 'Nature & Wildlife Areas', 'Religious Sites']","['Rafting', 'Jet Skiing', 'Relaxation', 'Snorkeling']"
User 9795,Italy,51+,Female,Couple,"['Historic Sites', 'Religious Sites']","['Cultural Activities', 'Wildlife Spotting', 'Relaxation', 'Worship']"
User 9796,Ireland,36-50,Male,Solo,"['Gardens', 'Religious Sites']","['Educational Tours', 'Worship', 'Wildlife Safaris', 'Historical Exploration']"
User 9797,China,51+,Male,Couple,"['Religious Sites', 'Bodies of Water']","['Wildlife Spotting', 'Gardens', 'Meditation']"
User 9798,United States,26-35,Female,Solo,"['Nature & Wildlife Areas', 'Gardens', 'Religious Sites']","['Nature Walks', 'Yoga', 'Guided Tours', 'Photography']"
User 9799,France,18-25,Female,Friends,"['National Parks', 'Religious Sites']","['Yoga', 'Jet Skiing', 'Boat Tours', 'Surfing']"
User 9800,Belgium,26-35,Female,Friends,"['Waterfalls', 'Religious Sites']","['Boat Tours', 'Nature Walks', 'Yoga', 'Photography']"
User 9801,Australia,26-35,Female,Family,"['Museums', 'National Parks', 'Religious Sites']","['Photography', 'Yoga', 'Sightseeing', 'Wildlife Spotting']"
User 9802,India,51+,Male,Couple,"['Farms', 'Religious Sites', 'Zoological Gardens']","['Cultural Activities', 'Wildlife Safaris', 'Meditation', 'Gardens']"
User 9803,Bahrain,26-35,Female,Solo,"['Waterfalls', 'Religious Sites', 'Zoological Gardens']","['Nature Walks', 'Photography', 'Cultural Exploration']"
User 9804,United States,18-25,Male,Solo,"['Religious Sites', 'Bodies of Water', 'Beaches']","['Rafting', 'Surfing', 'Snorkeling', 'Boat Tours']"
User 9805,Australia,36-50,Male,Solo,"['National Parks', 'Religious Sites', 'Beaches']","['Educational Tours', 'Wildlife Safaris', 'Fishing']"
User 9806,United States,51+,Male,Friends,"['Religious Sites', 'Historic Sites', 'Farms']","['Meditation', 'Nature Walks', 'Worship', 'Wildlife Safaris']"
User 9807,Argentina,26-35,Female,Couple,"['Beaches', 'Religious Sites', 'Zoological Gardens']","['Photography', 'Nature Walks', 'Beach Hopping', 'Sunbathing']"
User 9808,Australia,36-50,Female,Solo,"['Waterfalls', 'Religious Sites']","['Tea Plucking', 'Photography', 'Farm Tours']"
User 9809,India,36-50,Male,Solo,"['Religious Sites', 'Zoological Gardens']","['Educational Tours', 'Photography', 'Hiking']"
User 9810,India,36-50,Female,Solo,"['Religious Sites', 'Beaches']","['Photography', 'Cultural Tours', 'Educational Tours']"
User 9811,Australia,26-35,Male,Solo,"['Museums', 'Religious Sites', 'Zoological Gardens']","['Hiking', 'Guided Tours', 'Cultural Tours']"
User 9812,United Kingdom,26-35,Male,Family,"['Religious Sites', 'Beaches', 'Gardens']","['Wildlife Spotting', 'Factory Tours', 'Sightseeing', 'Cultural Tours']"
User 9813,United Kingdom,26-35,Female,Friends,"['Religious Sites', 'Beaches']","['Yoga', 'Snorkeling', 'Photography', 'Meditation']"
User 9814,India,26-35,Male,Friends,"['Waterfalls', 'Museums', 'Religious Sites']","['Hiking', 'Boat Tours', 'Snorkeling']"
User 9815,United States,51+,Female,Couple,"['Nature & Wildlife Areas', 'Religious Sites']","['Bird Watching', 'Cultural Activities', 'Wildlife Spotting']"
User 9816,United Kingdom,51+,Female,Family,"['Religious Sites', 'Zoological Gardens']","['Meditation', 'Relaxation', 'Bird Watching', 'Historical Exploration']"
User 9817,Sweden,18-25,Male,Solo,"['National Parks', 'Religious Sites']","['Surfing', 'Boat Tours', 'Snorkeling', 'Photography']"
User 9818,India,18-25,Female,Solo,"['Waterfalls', 'Museums', 'Religious Sites']","['Beach Hopping', 'Snorkeling', 'Photography', 'Nature Walks']"
User 9819,United Kingdom,18-25,Female,Couple,"['Nature & Wildlife Areas', 'National Parks', 'Religious Sites']","['Nature Walks', 'Photography', 'Sunbathing']"
User 9820,France,18-25,Male,Family,"['Beaches', 'Religious Sites', 'Zoological Gardens']","['Wildlife Spotting', 'Hiking', 'Snorkeling']"
User 9821,Australia,51+,Male,Friends,"['Nature & Wildlife Areas', 'Historic Sites', 'Religious Sites']","['Wildlife Safaris', 'Meditation', 'Gardens', 'Cultural Exploration']"
User 9822,India,18-25,Male,Solo,"['Religious Sites', 'Zoological Gardens']","['Hiking', 'Boat Tours', 'Jet Skiing', 'Surfing']"
User 9823,Sweden,36-50,Male,Solo,"['Religious Sites', 'Beaches']","['Hiking', 'Wildlife Safaris', 'Worship']"
User 9824,United Kingdom,26-35,Female,Family,"['Religious Sites', 'Bodies of Water']","['Meditation', 'Factory Tours', 'Wildlife Spotting', 'Yoga']"
User 9825,United States,36-50,Male,Solo,"['Religious Sites', 'Zoological Gardens']","['Wildlife Safaris', 'Fishing', 'Educational Tours', 'Hiking']"
User 9826,United Kingdom,26-35,Male,Solo,"['Waterfalls', 'Religious Sites']","['Photography', 'Boat Tours', 'Cultural Tours']"
User 9827,Malaysia,26-35,Female,Couple,"['Religious Sites', 'Zoological Gardens']","['Relaxation', 'Beach Hopping', 'Photography', 'Nature Walks']"
User 9828,India,51+,Female,Friends,"['Museums', 'Religious Sites', 'Bodies of Water']","['Bird Watching', 'Relaxation', 'Cultural Exploration']"
User 9829,Australia,26-35,Female,Family,"['National Parks', 'Religious Sites', 'Bodies of Water']","['Wildlife Spotting', 'Yoga', 'Photography', 'Sightseeing']"
User 9830,Malaysia,26-35,Male,Couple,"['Historic Sites', 'Gardens', 'Religious Sites']","['Sunbathing', 'Boat Tours', 'Relaxation', 'Hiking']"
User 9831,Canada,51+,Female,Family,"['Religious Sites', 'Zoological Gardens']","['Worship', 'Historical Exploration', 'Bird Watching', 'Relaxation']"
User 9832,United States,26-35,Female,Family,"['Farms', 'Religious Sites', 'Beaches']","['Factory Tours', 'Wildlife Spotting', 'Sightseeing']"
User 9833,Sri Lanka,36-50,Female,Friends,"['Museums', 'Religious Sites']","['Farm Tours', 'Tea Plucking', 'Walking Trails']"
User 9834,United States,18-25,Female,Family,"['Religious Sites', 'Bodies of Water']","['Wildlife Spotting', 'Snorkeling', 'Beach Hopping']"
User 9835,United States,51+,Female,Family,"['Museums', 'Gardens', 'Religious Sites']","['Meditation', 'Bird Watching', 'Walking Trails', 'Historical Exploration']"
User 9836,Bangladesh,18-25,Male,Family,"['Farms', 'Religious Sites']","['Hiking', 'Surfing', 'Jet Skiing']"
User 9837,United Kingdom,26-35,Male,Solo,"['Nature & Wildlife Areas', 'Religious Sites']","['Photography', 'Sightseeing', 'Hiking', 'Guided Tours']"
User 9838,India,51+,Male,Solo,"['Museums', 'Farms', 'Religious Sites']","['Meditation', 'Educational Tours', 'Wildlife Safaris', 'Gardens']"
User 9839,United Kingdom,51+,Female,Family,"['Museums', 'Religious Sites']","['Meditation', 'Relaxation', 'Historical Exploration']"
User 9840,Japan,36-50,Male,Family,"['Religious Sites', 'Zoological Gardens']","['Hiking', 'Wildlife Safaris', 'Historical Exploration']"
User 9841,India,26-35,Male,Friends,"['Farms', 'Religious Sites']","['Hiking', 'Cultural Tours', 'Boat Tours']"
User 9842,Malaysia,36-50,Female,Couple,"['Gardens', 'Religious Sites']","['Farm Tours', 'Wildlife Spotting', 'Tea Plucking', 'Nature Walks']"
User 9843,United Arab Emirates,18-25,Male,Family,"['Gardens', 'Religious Sites']","['Hiking', 'Beach Hopping', 'Wildlife Spotting']"
User 9844,Australia,26-35,Female,Family,"['Waterfalls', 'Religious Sites']","['Sightseeing', 'Meditation', 'Photography', 'Wildlife Spotting']"
User 9845,United Arab Emirates,26-35,Male,Solo,"['Museums', 'Religious Sites', 'Beaches']","['Cultural Exploration', 'Photography', 'Hiking', 'Guided Tours']"
User 9846,United Arab Emirates,18-25,Female,Couple,"['Museums', 'Religious Sites']","['Beach Hopping', 'Nature Walks', 'Snorkeling', 'Sunbathing']"
User 9847,India,51+,Female,Friends,"['Religious Sites', 'Beaches']","['Worship', 'Nature Walks', 'Bird Watching', 'Cultural Exploration']"
User 9848,Pakistan,36-50,Female,Couple,"['Museums', 'Gardens', 'Religious Sites']","['Wildlife Spotting', 'Cultural Tours', 'Tea Plucking']"
User 9849,Ireland,26-35,Male,Family,"['Farms', 'Historic Sites', 'Religious Sites']","['Wildlife Spotting', 'Sightseeing', 'Boat Tours', 'Hiking']"
User 9850,India,51+,Female,Friends,"['Religious Sites', 'Zoological Gardens']","['Relaxation', 'Nature Walks', 'Bird Watching']"
User 9851,Thailand,51+,Male,Couple,"['Historic Sites', 'Gardens', 'Religious Sites']","['Worship', 'Wildlife Safaris', 'Meditation']"
User 9852,United Kingdom,18-25,Female,Family,"['Religious Sites', 'Bodies of Water']","['Photography', 'Beach Hopping', 'Sightseeing', 'Wildlife Spotting']"
User 9853,Thailand,18-25,Male,Solo,"['Religious Sites', 'Bodies of Water']","['Jet Skiing', 'Photography', 'Boat Tours', 'Surfing']"
User 9854,United Kingdom,51+,Male,Family,"['Gardens', 'Religious Sites', 'Beaches']","['Gardens', 'Historical Exploration', 'Worship']"
User 9855,Denmark,51+,Male,Solo,"['Farms', 'National Parks', 'Religious Sites']","['Meditation', 'Photography', 'Gardens']"
User 9856,India,36-50,Female,Couple,"['Religious Sites', 'Bodies of Water']","['Tea Plucking', 'Cultural Tours', 'Wildlife Spotting', 'Farm Tours']"
User 9857,Canada,18-25,Female,Friends,"['Gardens', 'Religious Sites']","['Rafting', 'Surfing', 'Beach Hopping']"
User 9858,Qatar,36-50,Female,Solo,"['Nature & Wildlife Areas', 'Religious Sites']","['Educational Tours', 'Farm Tours', 'Tea Plucking', 'Cultural Tours']"
User 9859,United States,51+,Female,Family,"['Museums', 'Religious Sites']","['Bird Watching', 'Relaxation', 'Meditation']"
User 9860,Australia,26-35,Male,Friends,"['Nature & Wildlife Areas', 'Religious Sites', 'Zoological Gardens']","['Cultural Tours', 'Sightseeing', 'Snorkeling', 'Boat Tours']"
User 9861,Greece,18-25,Male,Solo,"['Museums', 'Religious Sites']","['Boat Tours', 'Jet Skiing', 'Surfing']"
User 9862,India,51+,Female,Couple,"['Waterfalls', 'Religious Sites', 'Zoological Gardens']","['Cultural Activities', 'Meditation', 'Bird Watching']"
User 9863,Germany,36-50,Male,Friends,"['Nature & Wildlife Areas', 'Historic Sites', 'Religious Sites']","['Fishing', 'Historical Exploration', 'Hiking']"
User 9864,United States,26-35,Female,Friends,"['National Parks', 'Religious Sites']","['Hiking', 'Yoga', 'Photography']"
User 9865,Germany,18-25,Female,Solo,"['Religious Sites', 'Beaches']","['Beach Hopping', 'Nature Walks', 'Photography']"
User 9866,Switzerland,26-35,Male,Couple,"['Religious Sites', 'Beaches']","['Beach Hopping', 'Boat Tours', 'Cultural Tours']"
User 9867,Sri Lanka,26-35,Female,Family,"['Museums', 'Religious Sites']","['Wildlife Spotting', 'Yoga', 'Factory Tours']"
User 9868,China,26-35,Male,Couple,"['Waterfalls', 'Gardens', 'Religious Sites']","['Hiking', 'Sightseeing', 'Boat Tours']"
User 9869,Australia,18-25,Female,Couple,"['Nature & Wildlife Areas', 'Historic Sites', 'Religious Sites']","['Sunbathing', 'Beach Hopping', 'Photography', 'Nature Walks']"
User 9870,Austria,18-25,Male,Solo,"['Historic Sites', 'Religious Sites']","['Jet Skiing', 'Surfing', 'Rafting', 'Photography']"
User 9871,United States,26-35,Male,Family,"['Gardens', 'Religious Sites']","['Boat Tours', 'Wildlife Spotting', 'Cultural Tours', 'Hiking']"
User 9872,India,36-50,Male,Family,"['Museums', 'Religious Sites']","['Agricultural Workshops', 'Wildlife Safaris', 'Historical Exploration', 'Fishing']"
User 9873,India,18-25,Male,Family,"['Museums', 'Religious Sites']","['Wildlife Spotting', 'Beach Hopping', 'Sightseeing', 'Hiking']"
User 9874,India,18-25,Female,Friends,"['Gardens', 'Religious Sites']","['Rafting', 'Yoga', 'Photography']"
User 9875,United Kingdom,36-50,Female,Friends,"['Waterfalls', 'Religious Sites', 'Zoological Gardens']","['Walking Trails', 'Cultural Tours', 'Tea Plucking']"
User 9876,Thailand,36-50,Female,Couple,"['Farms', 'Religious Sites', 'Beaches']","['Cultural Tours', 'Farm Tours', 'Wildlife Spotting', 'Nature Walks']"
User 9877,India,26-35,Male,Friends,"['Museums', 'Religious Sites', 'Beaches']","['Cultural Tours', 'Snorkeling', 'Sightseeing', 'Hiking']"
User 8066,Canada,18-25,Female,Solo,"['Nature & Wildlife Areas', 'Religious Sites']","['Beach Hopping', 'Photography', 'Nature Walks', 'Hiking']"
User 9878,Qatar,36-50,Male,Friends,"['Farms', 'Religious Sites', 'Bodies of Water']","['Walking Trails', 'Fishing', 'Boating', 'Hiking']"
User 9879,Türkiye,51+,Female,Family,"['Nature & Wildlife Areas', 'Religious Sites', 'Museums']","['Historical Exploration', 'Worship', 'Relaxation']"
User 9880,India,51+,Male,Family,"['National Parks', 'Religious Sites']","['Worship', 'Gardens', 'Walking Trails']"
User 9881,Colombia,18-25,Male,Couple,"['Gardens', 'Religious Sites']","['Hiking', 'Jet Skiing', 'Snorkeling']"
User 9882,Australia,26-35,Female,Couple,"['Religious Sites', 'Farms', 'Waterfalls']","['Yoga', 'Beach Hopping', 'Nature Walks', 'Sunbathing']"
