User_ID,Age,User_Interest,Preferred_Destination,Budget,Travel_Style
U0917,52,"Animal Watching, Boating, Yoga","Arugam Bay, Kandy",High,Backpacking
U0918,32,Yoga,,Medium,Adventurous
U0919,50,Animal Watching,"Gregory Lake, Trincomalee",High,Balanced
U0920,26,Swimming,Polonnaruwa,Low,Luxury
U0921,30,"Yoga, Kit Surfing",,Medium,Balanced
U0922,50,"Kit Surfing, Rafting, Boating",,High,Adventurous
U0923,22,Rafting,"Sigiriya, Ella",High,Luxury
U0924,44,"Rafting, Boating, Cultural Tours",,Medium,Relaxed
U0925,47,Kit Surfing,"Polonnaruwa, Arugam Bay",Medium,Backpacking
U0926,47,Animal Watching,,High,Relaxed
U0927,58,"Rafting, Educational Tours","Gregory Lake, Kandy",Medium,Balanced
U0928,25,"Kit Surfing, Yoga, Boating",Arugam Bay,High,Balanced
U0929,38,"Rafting, Educational Tours, Swimming",Polonnaruwa,High,Relaxed
U0930,45,"Boating, Swimming",Kandy,Low,Relaxed
U0931,32,Yoga,Trincomalee,Medium,Balanced
U0932,48,Cultural Tours,,Medium,Balanced
U0933,37,"Swimming, Kit Surfing",,Low,Luxury
U0934,44,"Educational Tours, Animal Watching, Boating",,High,Luxury
U0935,41,"Educational Tours, Cultural Tours, Kit Surfing",,Low,Adventurous
U0936,31,Kit Surfing,,Low,Relaxed
U0937,39,Yoga,,Low,Balanced
U0938,60,"Animal Watching, Swimming",,Medium,Adventurous
U0939,18,"Swimming, Kit Surfing, Rafting",,High,Balanced
U0940,52,"Boating, Rafting",,Low,Balanced
U0941,58,"Cultural Tours, Rafting",,Low,Balanced
U0942,47,"Kit Surfing, Animal Watching, Boating",,High,Backpacking
U0943,23,"Boating, Rafting",,Medium,Balanced
U0944,50,Yoga,"Polonnaruwa, Trincomalee",High,Balanced
U0945,60,"Cultural Tours, Educational Tours",Ella,Medium,Relaxed
U0946,53,Cultural Tours,Gregory Lake,Medium,Relaxed
U0947,51,"Rafting, Animal Watching",,High,Relaxed
U0948,60,Yoga,,High,Backpacking
U0949,25,"Kit Surfing, Yoga, Educational Tours","Trincomalee, Gregory Lake",Medium,Balanced
U0950,30,Animal Watching,,Medium,Relaxed
U0951,50,"Educational Tours, Swimming","Yala, Arugam Bay",High,Adventurous
U0952,25,Swimming,,High,Adventurous
U0953,35,Animal Watching,,High,Adventurous
U0954,48,"Educational Tours, Kit Surfing, Yoga",Sigiriya,Medium,Adventurous
U0955,40,Rafting,,Medium,Adventurous
U0956,29,"Yoga, Boating, Swimming",,Medium,Adventurous
U0957,43,"Swimming, Animal Watching",Polonnaruwa,High,Balanced
U0958,32,"Boating, Cultural Tours, Yoga",,Low,Luxury
U0959,60,"Rafting, Swimming, Educational Tours","Polonnaruwa, Kandy",High,Balanced
U0960,34,"Kit Surfing, Boating, Cultural Tours",,Medium,Luxury
U0961,22,"Animal Watching, Kit Surfing, Cultural Tours",Arugam Bay,High,Adventurous
U0962,45,Animal Watching,,Low,Relaxed
U0963,31,"Yoga, Swimming, Animal Watching",,High,Backpacking
U0964,33,"Boating, Swimming, Animal Watching","Arugam Bay, Trincomalee",High,Backpacking
U0965,21,"Swimming, Educational Tours, Boating",,Low,Adventurous
U0966,41,Swimming,"Sigiriya, Yala",Medium,Adventurous
U0967,21,Kit Surfing,Trincomalee,Medium,Luxury
U0968,25,"Kit Surfing, Swimming, Animal Watching",,Medium,Relaxed
U0969,22,Kit Surfing,"Polonnaruwa, Gregory Lake",High,Adventurous
U0970,26,"Yoga, Swimming",,High,Backpacking
U0971,57,"Rafting, Kit Surfing","Trincomalee, Gregory Lake",Medium,Backpacking
U0972,44,"Yoga, Animal Watching",Ella,Medium,Balanced
U0973,42,"Rafting, Kit Surfing, Swimming","Ella, Yala",Medium,Relaxed
U0974,55,Cultural Tours,"Polonnaruwa, Yala",High,Backpacking
U0975,57,"Boating, Yoga, Animal Watching",Trincomalee,Medium,Luxury
U0976,19,"Animal Watching, Yoga",Polonnaruwa,Medium,Balanced
U0977,41,"Rafting, Yoga, Swimming","Trincomalee, Polonnaruwa",High,Luxury
U0978,27,Swimming,"Yala, Kandy",Low,Balanced
U0979,28,"Animal Watching, Kit Surfing",,High,Relaxed
U0980,42,"Yoga, Boating, Rafting",Arugam Bay,Medium,Balanced
U0981,53,Kit Surfing,,High,Adventurous
U0982,53,"Rafting, Boating, Yoga","Kandy, Trincomalee",High,Luxury
U0983,30,Kit Surfing,,High,Adventurous
U0984,45,Cultural Tours,,Medium,Adventurous
U0985,26,Educational Tours,,Low,Balanced
U0986,30,Cultural Tours,Yala,Medium,Luxury
U0987,45,"Rafting, Kit Surfing",,Medium,Balanced
U0988,51,Rafting,"Arugam Bay, Trincomalee",Low,Adventurous
U0989,32,"Animal Watching, Educational Tours, Yoga",,High,Balanced
U0990,52,"Cultural Tours, Animal Watching","Polonnaruwa, Trincomalee",Medium,Relaxed
U0991,60,Yoga,,Medium,Adventurous
U0992,58,"Swimming, Boating, Cultural Tours",,High,Balanced
U0993,49,Swimming,Kandy,Medium,Adventurous
U0994,40,"Yoga, Kit Surfing","Yala, Gregory Lake",High,Backpacking
U0995,27,"Kit Surfing, Swimming",,Medium,Balanced
U0996,44,Rafting,,Low,Luxury
U0997,29,Yoga,Gregory Lake,High,Adventurous
U0998,58,"Boating, Swimming, Cultural Tours","Trincomalee, Arugam Bay",High,Adventurous
U0999,22,Rafting,Polonnaruwa,Medium,Luxury
U1000,31,"Animal Watching, Yoga",Polonnaruwa,High,Relaxed
